Субъект РФ;Год;Оборот розничной торговли (млн. руб.);Объем платных услуг населению (млн. руб.)
Амурская область;2012;104207.1;30812.4862
Магаданская область;2012;19380.2;12430.6535
Сахалинская область;2012;103393.4;43673.9474
Еврейская автономная область;2012;17049.3;5594.7044
Чукотский автономный округ;2012;5763.5;2785.4392
Центральный федеральный округ;2013;8036406.9;2340149.729
Белгородская область;2013;223657.5;64114.7918
Брянская область;2013;173077.4;40064.2613
Владимирская область;2013;164720.4;59775.8226
Воронежская область;2013;368595.7;90948.4658
Ивановская область;2013;127422;32581.5132
Калужская область;2013;145285.1;37990.7885
Костромская область;2013;69017.1;21009.3308
Курская область;2013;145858.2;40004.3418
Липецкая область;2013;175734.6;45833.2489
Московская область;2013;1360001.7;404496.3839
Орловская область;2013;90420.6;26025.4991
Рязанская область;2013;141307.9;35331.6327
Смоленская область;2013;131050.5;26784.8551
Тамбовская область;2013;150033.2;38694.2777
Тверская область;2013;177080;41489.5186
Тульская область;2013;209056.1;55352.5405
Ярославская область;2013;167102;41597.3459
г. Москва;2013;4016986.9;1238055.111
Северо-Западный федеральный округ;2013;2147205;734077.8838
Республика Карелия;2013;86819.8;25093.689
Республика Коми;2013;146960.6;44459.5181
Архангельская область;2013;184726.8;54294.0389
в том числе: ;2013;0;0
Ненецкий автономный округ;2013;6786.2;2349.2336
Архангельская область без автономного округа;2013;177940.6;51944.8053
Вологодская область;2013;134739.9;46322.7822
Калининградская область;2013;118058.9;37991.0846
Ленинградская область;2013;247986.9;53905.7357
Мурманская область;2013;137536.9;50681.6084
Новгородская область;2013;85365.3;28870.0566
Псковская область;2013;84289.1;19785.6196
г. Санкт-Петербург;2013;920720.7;372673.7507
Южный             федеральный округ;2013;2134592;629606.5676
Республика Адыгея;2013;67361.2;10175.7085
Республика Калмыкия;2013;15960.7;4290.0029
Республика Крым;2013;0;0
Краснодарский край;2013;916570;315013.6622
Астраханская область;2013;150199.6;31705.399
Волгоградская область;2013;301586.5;113897.0974
Ростовская область;2013;682913.9;154524.6976
г. Севастополь;2013;0;0
Северо-Кавказский        федеральный округ;2013;1209370.1;298487.9621
Республика Дагестан;2013;451642.1;85805.7846
Республика Ингушетия;2013;16542.1;9049.8025
Кабардино-Балкарская Республика;2013;89855.4;21880.5352
Карачаево-Черкесская Республика;2013;34720.6;11245.66
Республика Северная Осетия - Алания;2013;84220;21887.1594
Чеченская Республика;2013;102958.6;29862.2438
Ставропольский край;2013;429431.3;118756.7766
Приволжский федеральный округ;2013;4377960.8;1213789.191
Республика Башкортостан;2013;721818.1;196574.886
Республика Марий Эл;2013;63780.2;18588.6118
Республика Мордовия;2013;63014.1;20775.1413
Республика Татарстан;2013;712966.7;212334.0764
Удмуртская Республика;2013;177486;48991.4616
Чувашская Республика;2013;119867.8;38002.8941
Пермский край;2013;453294.5;124279.1475
Кировская область;2013;149229.4;45133.4297
Нижегородская область ;2013;539844.1;140758.716
Оренбургская область;2013;240773.4;73811.6218
Пензенская область;2013;161841.9;40371.6366
Самарская область;2013;558547.2;135873.61
Саратовская область;2013;267193.3;76134.9676
Ульяновская область;2013;148304;42158.9903
Уральский         федеральный округ;2013;2302653.1;586559.3556
Курганская область;2013;94898.3;26224.7278
Свердловская область ;2013;953972.8;253270.9346
Тюменская область;2013;747381;181279.5997
в том числе:;2013;0;0
Ханты-Мансийский автономный округ - Югра;2013;341358;85369.5272
Ямало-Ненецкий автономный округ;2013;119857.3;35771.6803
Тюменская область  без автономных округов;2013;286165.7;60138.3921
Челябинская область;2013;506401;125784.0935
Сибирский        федеральный округ;2013;2555023.8;619122.6797
Республика Алтай;2013;17721.1;3614.6178
Республика Тыва;2013;16829.8;5120.3295
Республика Хакасия;2013;60791.2;14913.4612
Алтайский край;2013;282804.2;65891.165
Красноярский край;2013;462064.7;128220.7058
Иркутская область;2013;266525.9;81574.656
Кемеровская область;2013;344841.8;86762.5844
Новосибирская область ;2013;433531.1;121333.9349
Омская область;2013;294569.8;71804.207
Томская область;2013;118013.2;39887.0181
Дальневосточный федеральный округ;2013;922701.8;505688
Республика Бурятия;2013;130418.4;35884.5155
Республика Саха (Якутия);2013;142854.7;62171.5213
Забайкальский край;2013;126912.5;36347.1478
Камчатский край;2013;42367.9;26136.5441
Приморский край;2013;248818.7;131730.7154
Хабаровский край ;2013;210413.5;109645.9349
Амурская область;2013;118288.3;36852.0954
Магаданская область;2013;23214.5;12922.2307
Сахалинская область;2013;112666.5;42724.6752
Еврейская автономная область;2013;18594.5;7077.1943
Чукотский автономный округ;2013;5483.2;4195.8287
Центральный федеральный округ;2014;9016550.9;2511428.635
Белгородская область;2014;253669.7;70453.4047
Брянская область;2014;196187.2;42682.044
Владимирская область;2014;182615.6;64011.0496
Воронежская область;2014;422902.3;99563.7529
Ивановская область;2014;143715.2;36921.2994
Калужская область;2014;162837.3;41290.7756
Костромская область;2014;75343;22608.4902
Курская область;2014;164199.8;44706.9389
Липецкая область;2014;198277.1;50959.3215
Московская область;2014;1582372.1;427558.1856
Орловская область;2014;100886.5;28261.0334
Рязанская область;2014;159369.2;37908.5099
Смоленская область;2014;144959.7;30038.1725
Тамбовская область;2014;167903.4;42424.6367
Тверская область;2014;202162.6;42022.7529
Тульская область;2014;231976.2;59850.5349
Ярославская область;2014;190275.6;46011.7918
г. Москва;2014;4436898.4;1324155.941
Северо-Западный федеральный округ;2014;2383450.3;777256.3865
Республика Карелия;2014;97333.1;27318.3829
Республика Коми;2014;157965.2;45734.5159
Архангельская область;2014;209592.9;59624.9882
в том числе: ;2014;0;0
Ненецкий автономный округ;2014;7705.6;2512.8519
Архангельская область без автономного округа;2014;201887.3;57112.1363
Вологодская область;2014;149041;50738.9095
Калининградская область;2014;131986.7;41851.7171
Ленинградская область;2014;277458.2;57996.7505
Мурманская область;2014;151386.6;54787.5325
Новгородская область;2014;96388.9;31720.5296
Псковская область;2014;94674.7;21039.1901
г. Санкт-Петербург;2014;1017623;386443.8702
Южный             федеральный округ;2014;2405182;714470.5621
Республика Адыгея;2014;73873.9;11243.2999
Республика Калмыкия;2014;17659.3;4608.4849
Республика Крым;2014;148891.6;8624.2079
Краснодарский край;2014;1068889;360831.9377
Астраханская область;2014;165462.8;34874.2711
Волгоградская область;2014;325165;120534.9308
Ростовская область;2014;754132;171447.3389
г. Севастополь;2014;34959.9;2306.0909
Северо-Кавказский        федеральный округ;2014;1340343.9;333084.2433
Республика Дагестан;2014;509251.4;96395.5548
Республика Ингушетия;2014;19165.7;9582.8683
Кабардино-Балкарская Республика;2014;100117.8;24030.1506
Карачаево-Черкесская Республика;2014;36815.3;11757.9721
Республика Северная Осетия - Алания;2014;92897.6;23268.0227
Чеченская Республика;2014;119956;37771.0986
Ставропольский край;2014;462140.1;130278.5762
Приволжский федеральный округ;2014;4851273.5;1303083.113
Республика Башкортостан;2014;781337.8;218847.5118
Республика Марий Эл;2014;73125.1;19613.4293
Республика Мордовия;2014;72791.2;22187.3685
Республика Татарстан;2014;781014.2;229759.7107
Удмуртская Республика;2014;196727.6;52494.7301
Чувашская Республика;2014;131887.3;39945.1785
Пермский край;2014;487372.8;130983.7319
Кировская область;2014;165064.7;48021.7462
Нижегородская область ;2014;623085.3;149205.5258
Оренбургская область;2014;269615;80014.4868
Пензенская область;2014;180978.8;43357.9594
Самарская область;2014;623718.1;144819.4795
Саратовская область;2014;301183;78937.7698
Ульяновская область;2014;163372.5;44894.4844
Уральский         федеральный округ;2014;2435413.2;638071.2157
Курганская область;2014;102280.8;27001.0095
Свердловская область ;2014;998642.6;281070.8674
Тюменская область;2014;795674.6;195973.5751
в том числе:;2014;0;0
Ханты-Мансийский автономный округ - Югра;2014;359505.8;92177.3888
Ямало-Ненецкий автономный округ;2014;127136.2;37218.937
Тюменская область  без автономных округов;2014;309032.6;66577.2493
Челябинская область;2014;538815.2;134025.7637
Сибирский        федеральный округ;2014;2696933.4;653144.5016
Республика Алтай;2014;20730.2;3934.8279
Республика Тыва;2014;18785.7;5274.9812
Республика Хакасия;2014;65891.3;15786.83
Алтайский край;2014;306526.3;72008.0703
Красноярский край;2014;490612.6;130323.5658
Иркутская область;2014;285855.7;84474.4254
Кемеровская область;2014;335091.6;91909.5318
Новосибирская область ;2014;461744.4;129952.0902
Омская область;2014;314167.9;77460.182
Томская область;2014;123369.2;42019.997
Дальневосточный федеральный округ;2014;1043238.6;536983
Республика Бурятия;2014;138124.8;38748.4374
Республика Саха (Якутия);2014;165817.9;67744.8673
Забайкальский край;2014;136033.7;38839.4904
Камчатский край;2014;45826.2;27104.6091
Приморский край;2014;285901.4;138156.7378
Хабаровский край ;2014;239263;118595.5486
Амурская область;2014;132756.4;38510.6973
Магаданская область;2014;26062.9;13137.0366
Сахалинская область;2014;122551.3;44552.4886
Еврейская автономная область;2014;19863.4;7364.3486
Чукотский автономный округ;2014;5196.1;4228.5703
Центральный федеральный округ;2015;9278379.5;2692079.262
Белгородская область;2015;275878.4;74392.5788
Брянская область;2015;217652.8;45074.3938
Владимирская область;2015;195364.6;66909.0527
Воронежская область;2015;463696.3;110399.1428
Ивановская область;2015;148132.7;38453.44
Калужская область;2015;168897.4;43478.3166
Костромская область;2015;85533.8;24042.732
Курская область;2015;179787.8;48381.5078
Липецкая область;2015;215896.2;55228.2148
Московская область;2015;1725247.4;452056.2669
Орловская область;2015;114912.1;30769.5954
Рязанская область;2015;168427.8;39834.4422
Смоленская область;2015;157362.9;31238.1343
Тамбовская область;2015;182429.3;44633.7564
Тверская область;2015;211105.3;46361.3318
Тульская область;2015;253383;64388.6284
Ярославская область;2015;204565;48323.766
г. Москва;2015;4310106.7;1428113.962
Северо-Западный федеральный округ;2015;2600929.3;826164.527
Республика Карелия;2015;103880.9;28842.9862
Республика Коми;2015;150511.4;45898.6002
Архангельская область;2015;228981;63710.299
в том числе: ;2015;0;0
Ненецкий автономный округ;2015;8381.1;2719.0512
Архангельская область без автономного округа;2015;220599.9;60991.2478
Вологодская область;2015;157333.1;53308.493
Калининградская область;2015;141958.6;45809.759
Ленинградская область;2015;311317.6;63003.8392
Мурманская область;2015;153670.1;54961.8205
Новгородская область;2015;107010;33070.2981
Псковская область;2015;101659.3;23489.4489
г. Санкт-Петербург;2015;1144607.3;414068.9829
Южный             федеральный округ;2015;2597810.2;874205.1932
Республика Адыгея;2015;73232.6;11515.3722
Республика Калмыкия;2015;17904.6;4869.096
Республика Крым;2015;214710.2;73772.0867
Краснодарский край;2015;1160565.9;408125.5497
Астраханская область;2015;174292.9;35690.5143
Волгоградская область;2015;346899.7;131503.6095
Ростовская область;2015;824914.5;187603.3024
г. Севастополь;2015;38462.7;21125.6624
Северо-Кавказский        федеральный округ;2015;1503389.3;362075.5774
Республика Дагестан;2015;618292.1;105899.0665
Республика Ингушетия;2015;21823.6;9938.0141
Кабардино-Балкарская Республика;2015;112947.6;26197.7022
Карачаево-Черкесская Республика;2015;35081;12224.2862
Республика Северная Осетия - Алания;2015;101910.5;24970.0971
Чеченская Республика;2015;146703.7;42837.8944
Ставропольский край;2015;466630.8;140008.5169
Приволжский федеральный округ;2015;4879977.8;1368355.524
Республика Башкортостан;2015;784663.1;231570.0728
Республика Марий Эл;2015;76579;20463.3337
Республика Мордовия;2015;77889.4;23200.3328
Республика Татарстан;2015;776236;247693.0064
Удмуртская Республика;2015;207024.3;53793.2054
Чувашская Республика;2015;136737.9;42140.7068
Пермский край;2015;478047.5;133267.7712
Кировская область;2015;174876.6;49647.3292
Нижегородская область ;2015;625136.7;153966.4696
Оренбургская область;2015;278368.2;83888.1306
Пензенская область;2015;191367.5;47723.1083
Самарская область;2015;589987.9;152110.9508
Саратовская область;2015;314121.7;81001.0528
Ульяновская область;2015;168941.9;47890.0538
Уральский         федеральный округ;2015;2484078.3;688535.2863
Курганская область;2015;105765.5;28218.0467
Свердловская область ;2015;1035793;312042.4797
Тюменская область;2015;829441.3;210513.1893
в том числе:;2015;0;0
Ханты-Мансийский автономный округ - Югра;2015;370923.1;96126.893
Ямало-Ненецкий автономный округ;2015;131876.2;38731.9014
Тюменская область  без автономных округов;2015;326642;75654.3949
Челябинская область;2015;513078.5;137761.5706
Сибирский        федеральный округ;2015;2740453.7;685602.1394
Республика Алтай;2015;21648.2;4570.5507
Республика Тыва;2015;21581.3;5594.3322
Республика Хакасия;2015;73611.5;16585.9905
Алтайский край;2015;321229.5;79760.8967
Красноярский край;2015;473397.6;136815.2064
Иркутская область;2015;290845.1;82919.3823
Кемеровская область;2015;343368;97233.6078
Новосибирская область ;2015;444352.9;133320.1596
Омская область;2015;306692.1;82944.5446
Томская область;2015;134226;45857.4686
Дальневосточный федеральный округ;2015;1188602.2;553790
Республика Бурятия;2015;162560.7;41943.6868
Республика Саха (Якутия);2015;188484.6;70770.9196
Забайкальский край;2015;146940.7;41055.6772
Камчатский край;2015;50432.4;27067.3829
Приморский край;2015;341742.9;131537.9232
Хабаровский край ;2015;271562;125494.3672
Амурская область;2015;147412.6;41106.647
Магаданская область;2015;27640.5;13829.817
Сахалинская область;2015;132950.3;48676.7059
Еврейская автономная область;2015;22368.5;7878.6498
Чукотский автономный округ;2015;6008.4;4428.4325
Центральный федеральный округ;2016;9531829.8;2979150.087
Белгородская область;2016;298669.8;77677.2073
Брянская область;2016;219879.3;47409.7769
Владимирская область;2016;200149.1;66896.4232
Воронежская область;2016;487054.2;118237.5861
Ивановская область;2016;147372.7;40152.2919
Калужская область;2016;177419.1;45271.8459
Костромская область;2016;93648.1;24988.7622
Курская область;2016;189617.7;50979.7977
Липецкая область;2016;226044.5;59430.3904
Московская область;2016;1901369.2;468005.4474
Орловская область;2016;118382.5;32630.0003
Рязанская область;2016;170446.3;43070.6518
Смоленская область;2016;152916.1;32078.5398
Тамбовская область;2016;189897.1;46763.6448
Тверская область;2016;214151.9;49674.3106
Тульская область;2016;256587.3;66018.817
Ярославская область;2016;205814.8;52023.9893
г. Москва;2016;4282410.1;1657840.604
Северо-Западный федеральный округ;2016;2742436.9;880570.4798
Республика Карелия;2016;107326;30795.6283
Республика Коми;2016;145963.5;47153.2032
Архангельская область;2016;237514.5;65824.4385
в том числе: ;2016;0;0
Ненецкий автономный округ;2016;8957.4;2893.4385
Архангельская область без автономного округа;2016;228557.1;62931
Вологодская область;2016;161530.2;54554.25
Калининградская область;2016;150308;51268.1382
Ленинградская область;2016;342645.4;69066.5841
Мурманская область;2016;154756.5;56778.2329
Новгородская область;2016;108537.3;33025.2277
Псковская область;2016;99532;24692.9264
г. Санкт-Петербург;2016;1234323.5;447411.8505
Южный             федеральный округ;2016;2994483.5;938393.1003
Республика Адыгея;2016;80130.9;12679.2553
Республика Калмыкия;2016;18803;5030.1118
Республика Крым;2016;219861.4;80102.9437
Краснодарский край;2016;1247914.4;446299.0323
Астраханская область;2016;167320.3;37081.8085
Волгоградская область;2016;345656.8;125910.4579
Ростовская область;2016;853290.2;201235.0253
г. Севастополь;2016;61506.5;30054.4655
Северо-Кавказский        федеральный округ;2016;1473318.3;378266.6675
Республика Дагестан;2016;594637;109131.3797
Республика Ингушетия;2016;21908.3;9991.334
Кабардино-Балкарская Республика;2016;118274.7;27761.7238
Карачаево-Черкесская Республика;2016;35702.4;12969.8542
Республика Северная Осетия - Алания;2016;105349.1;25975.9137
Чеченская Республика;2016;152437.5;47019.5711
Ставропольский край;2016;445009.3;145416.891
Приволжский федеральный округ;2016;4977617.1;1425145.405
Республика Башкортостан;2016;803226.1;240018.6432
Республика Марий Эл;2016;78497.6;21122.2866
Республика Мордовия;2016;82084.4;24095.1635
Республика Татарстан;2016;801642.4;259238.3476
Удмуртская Республика;2016;211091.2;58790.5848
Чувашская Республика;2016;137166.4;45127.1776
Пермский край;2016;482929.6;140122.573
Кировская область;2016;177188.8;51518.8269
Нижегородская область ;2016;652766.1;160785.632
Оренбургская область;2016;274944.3;80524.2102
Пензенская область;2016;188372.4;49744.4919
Самарская область;2016;599368.2;157723.2495
Саратовская область;2016;319374.2;86510.7147
Ульяновская область;2016;168965.4;49823.5032
Уральский         федеральный округ;2016;2475431.2;727807.4568
Курганская область;2016;104329.3;28937.2169
Свердловская область ;2016;1054176.6;334386.2601
Тюменская область;2016;823248.8;222374.3006
в том числе:;2016;0;0
Ханты-Мансийский автономный округ - Югра;2016;366782;101035.7905
Ямало-Ненецкий автономный округ;2016;122658.4;41180.672
Тюменская область  без автономных округов;2016;333808.4;80157.8373
Челябинская область;2016;493676.5;142109.6792
Сибирский        федеральный округ;2016;2797007.8;725271.791
Республика Алтай;2016;22833.4;4941.3047
Республика Тыва;2016;21490.9;5784.6686
Республика Хакасия;2016;74645;16777.4656
Алтайский край;2016;326858.6;84542.7734
Красноярский край;2016;502075.8;141580.1295
Иркутская область;2016;305112.1;90501.6503
Кемеровская область;2016;339146.6;101303.6516
Новосибирская область ;2016;449992.5;144465.1417
Омская область;2016;291862.4;88508.876
Томская область;2016;141343.8;46866.1296
Дальневосточный федеральный округ;2016;1248760.3;581672
Республика Бурятия;2016;167899.9;43434.5193
Республика Саха (Якутия);2016;203555;76823.0194
Забайкальский край;2016;153746.8;42619.2471
Камчатский край;2016;52037.7;28363.3238
Приморский край;2016;353985.1;133155.6165
Хабаровский край ;2016;291098.4;135419.87
Амурская область;2016;153931.1;42752.3884
Магаданская область;2016;29562.5;15060.78
Сахалинская область;2016;134731.7;51231.6525
Еврейская автономная область;2016;22159.4;8301.9727
Чукотский автономный округ;2016;7699.4;4509.2607
Центральный федеральный округ;2017;10140135.8;3180228.747
Белгородская область;2017;315389.9;80857.7603
Брянская область;2017;234367.2;49890.7756
Владимирская область;2017;211869.5;68738.6865
Воронежская область;2017;516648.5;124815.9462
Ивановская область;2017;156904.6;41799.1777
Калужская область;2017;186001.8;47059.6052
Костромская область;2017;97322.6;25840.3141
Курская область;2017;197188.3;52531.5479
Липецкая область;2017;236980.4;63055.6017
Московская область;2017;2093604.5;491239.8725
Орловская область;2017;124681;34287.5733
Рязанская область;2017;179999.3;46087.3955
Смоленская область;2017;158253.4;33545.6155
Тамбовская область;2017;194712;48095.682
Тверская область;2017;216144.6;52048.2169
Тульская область;2017;273690.4;69593.7631
Ярославская область;2017;224491.7;54971.7728
г. Москва;2017;4521886.1;1795769.44
Северо-Западный федеральный округ;2017;2922979.1;944407.8374
Республика Карелия;2017;112645.3;33410.2021
Республика Коми;2017;150198.1;48515.0014
Архангельская область;2017;252084.2;68478.4849
в том числе: ;2017;0;0
Ненецкий автономный округ;2017;9449.7;2727.971
Архангельская область без автономного округа;2017;242634.5;65750.5139
Вологодская область;2017;171979.2;55810.875
Калининградская область;2017;157054.4;56102.3698
Ленинградская область;2017;370676.2;73631.6825
Мурманская область;2017;163528.5;56470.2765
Новгородская область;2017;111882.7;32208.8435
Псковская область;2017;106614.3;25635.1703
г. Санкт-Петербург;2017;1326316.2;494144.9314
Южный             федеральный округ;2017;3120253.6;1004337.609
Республика Адыгея;2017;86249.4;13304.247
Республика Калмыкия;2017;19631.9;5457.5235
Республика Крым;2017;229892.5;85414.9079
Краснодарский край;2017;1306893.9;479806.1034
Астраханская область;2017;166809.5;39255.0462
Волгоградская область;2017;367064.7;133057.1269
Ростовская область;2017;880421.6;214509.695
г. Севастополь;2017;63290.1;33532.9593
Северо-Кавказский        федеральный округ;2017;1551260.3;405397.6571
Республика Дагестан;2017;620839.2;118943.0541
Республика Ингушетия;2017;22500.8;11363.4741
Кабардино-Балкарская Республика;2017;123965.1;29355.9761
Карачаево-Черкесская Республика;2017;37075.6;13680.7779
Республика Северная Осетия - Алания;2017;109722.5;27255.2266
Чеченская Республика;2017;158382.6;52712.4234
Ставропольский край;2017;478774.5;152086.7249
Приволжский федеральный округ;2017;5219930.2;1504684.653
Республика Башкортостан;2017;841128.4;249900.2606
Республика Марий Эл;2017;81990.7;22688.7334
Республика Мордовия;2017;87397.4;25051.5989
Республика Татарстан;2017;843942.5;267909.9472
Удмуртская Республика;2017;221458.1;63152.1991
Чувашская Республика;2017;142187;48212.6379
Пермский край;2017;502334.2;151610.3655
Кировская область;2017;184352.6;54204.6766
Нижегородская область ;2017;696909.3;173518.3663
Оренбургская область;2017;293997;83376.9406
Пензенская область;2017;199178.8;52931.8423
Самарская область;2017;613578;166823.8918
Саратовская область;2017;333210.3;93278.229
Ульяновская область;2017;178265.9;52024.9639
Уральский         федеральный округ;2017;2555718.4;779102.7155
Курганская область;2017;108661.6;30296.9312
Свердловская область ;2017;1078233.8;359375.3312
Тюменская область;2017;876414;238209.5104
в том числе:;2017;0;0
Ханты-Мансийский автономный округ - Югра;2017;394612.6;107799.2012
Ямало-Ненецкий автономный округ;2017;127666.2;45722.7798
Тюменская область  без автономных округов;2017;354135.1;84687.5294
Челябинская область;2017;492409;151220.9427
Сибирский        федеральный округ;2017;2920193.5;780195.395
Республика Алтай;2017;24371.4;5321.9104
Республика Тыва;2017;22139.9;6025.0619
Республика Хакасия;2017;79163.2;17706.3142
Алтайский край;2017;339235.3;88833.5452
Красноярский край;2017;511024.3;156939.7538
Иркутская область;2017;321971.7;99686.7247
Кемеровская область;2017;355028.2;109795.0613
Новосибирская область ;2017;473396.5;151579.5708
Омская область;2017;316727.7;94882.3835
Томская область;2017;148097.7;49425.0692
Дальневосточный федеральный округ;2017;1315064.6;613086
Республика Бурятия;2017;170864.5;44860.3548
Республика Саха (Якутия);2017;212662.7;81826.2337
Забайкальский край;2017;158173.1;44098.1307
Камчатский край;2017;53971;30711.7868
Приморский край;2017;375032.5;146400.9977
Хабаровский край ;2017;307592.8;140377.7445
Амурская область;2017;161648;44051.4476
Магаданская область;2017;30929.8;16009.0924
Сахалинская область;2017;141532.5;51222.5046
Еврейская автономная область;2017;22582.5;8668.2159
Чукотский автономный округ;2017;9112.8;4859.7083
Центральный федеральный округ;2018;10898929.2;3392288.248
Белгородская область;2018;336148.5;83388.9711
Брянская область;2018;253157.2;54205.1917
Владимирская область;2018;225731.2;70164.2463
Воронежская область;2018;552288.4;129069.8099
Ивановская область;2018;164827.4;43857.0086
Калужская область;2018;197086.7;49822.2525
Костромская область;2018;101815.8;27084.3044
Курская область;2018;213277.6;54799.4272
Липецкая область;2018;256645.4;66110.4148
Московская область;2018;2355264.1;511624.0801
Орловская область;2018;132137.4;34629.8647
Рязанская область;2018;193216.7;49531.2527
Смоленская область;2018;169721.9;35891.5668
Тамбовская область;2018;200455.6;49813.2943
Тверская область;2018;223702;55653.7074
Тульская область;2018;289310.7;72912.388
Ярославская область;2018;235688.6;59878.2861
г. Москва;2018;4798454;1943852.182
Северо-Западный федеральный округ;2018;3112019.2;1024459.696
Республика Карелия;2018;121814.1;35068.9058
Республика Коми;2018;154571.4;50845.1418
Архангельская область;2018;263914.7;71769.9681
в том числе: ;2018;0;0
Ненецкий автономный округ;2018;9698.8;3029.188
Архангельская область без автономного округа;2018;254215.9;68740.7801
Вологодская область;2018;186480.1;58256.9787
Калининградская область;2018;170195.8;60647.811
Ленинградская область;2018;405492;78538.2232
Мурманская область;2018;169676.6;60063.1215
Новгородская область;2018;115328;34951.2705
Псковская область;2018;112140.5;26893.1722
г. Санкт-Петербург;2018;1412406;547425.1034
Южный             федеральный округ;2018;3290219.3;1110397.567
Республика Адыгея;2018;95164.4;13695.5418
Республика Калмыкия;2018;21333.1;5852.8223
Республика Крым;2018;256198;86531.9568
Краснодарский край;2018;1368124.7;555351.5375
Астраханская область;2018;173405.1;42462.3818
Волгоградская область;2018;389565;139635.9839
Ростовская область;2018;920765.6;230939.8163
г. Севастополь;2018;65663.4;35927.5263
Северо-Кавказский        федеральный округ;2018;1548699.7;424822.7929
Республика Дагестан;2018;565425;123251.5711
Республика Ингушетия;2018;25141.9;11604.58
Кабардино-Балкарская Республика;2018;127518.3;31442.8346
Карачаево-Черкесская Республика;2018;38364.5;14672.6672
Республика Северная Осетия - Алания;2018;114696.7;28759.883
Чеченская Республика;2018;167530.5;55848.3017
Ставропольский край;2018;510022.8;159242.9553
Приволжский федеральный округ;2018;5540392.1;1582374.92
Республика Башкортостан;2018;879483.7;261569.5354
Республика Марий Эл;2018;86591.6;24136.4502
Республика Мордовия;2018;91787;26020.8673
Республика Татарстан;2018;916973.5;278767.1011
Удмуртская Республика;2018;233540.7;65785.3586
Чувашская Республика;2018;152769;50793.7315
Пермский край;2018;537352.6;161087.0706
Кировская область;2018;195499.7;57566.2034
Нижегородская область ;2018;738975.8;184265.0372
Оренбургская область;2018;307946;88972.0079
Пензенская область;2018;206297.4;55504.7979
Самарская область;2018;648396.3;175221.4611
Саратовская область;2018;357332.5;98114.2901
Ульяновская область;2018;187446.3;54571.0081
Уральский         федеральный округ;2018;2706558.5;858998.6575
Курганская область;2018;114416.9;31238.2281
Свердловская область ;2018;1130702;391604.9341
Тюменская область;2018;942830.1;271640.3856
в том числе:;2018;0;0
Ханты-Мансийский автономный округ - Югра;2018;420592;113499.3368
Ямало-Ненецкий автономный округ;2018;138460.3;51569.5007
Тюменская область  без автономных округов;2018;383777.9;106571.5481
Челябинская область;2018;518609.5;164515.1097
Сибирский        федеральный округ;2018;2738913.7;830042.2302
Республика Алтай;2018;25989.4;5964.4113
Республика Тыва;2018;23653.4;6486.956
Республика Хакасия;2018;83893.5;18085.0256
Алтайский край;2018;352257.4;95985.4808
Красноярский край;2018;537966.9;165070.0167
Иркутская область;2018;348024.9;108104.0054
Кемеровская область;2018;376622;117270.4247
Новосибирская область ;2018;501403.3;161376.8693
Омская область;2018;330565.4;99789.518
Томская область;2018;158537.5;51909.5224
Дальневосточный федеральный округ;2018;1743640.1;647200.6053
Республика Бурятия;2018;177121.9;45619.9191
Республика Саха (Якутия);2018;228740.2;89956.3342
Забайкальский край;2018;164946.5;45924.3615
Камчатский край;2018;57195.1;30303.1006
Приморский край;2018;406297.1;157982.2432
Хабаровский край ;2018;324055.1;147235.9722
Амурская область;2018;170850.7;46436.4699
Магаданская область;2018;32286.4;16400.9097
Сахалинская область;2018;148497.4;53389.4396
Еврейская автономная область;2018;24075.7;8846.1849
Чукотский автономный округ;2018;9573.8;5105.6704
Центральный федеральный округ;2019;11678620.2;3691547.336
Белгородская область;2019;357195.2;88843.4007
Брянская область;2019;270154.5;56841.0274
Владимирская область;2019;238711.1;72680.1482
Воронежская область;2019;585880.1;134410.2134
Ивановская область;2019;178634.5;45725.2232
Калужская область;2019;211712.3;52842.7744
Костромская область;2019;109000.9;28490.5094
Курская область;2019;228654.6;56802.0404
Липецкая область;2019;275796.3;70331.5511
Московская область;2019;2582675.9;575599.7
Орловская область;2019;139168.6;36982.756
Рязанская область;2019;207618.3;52052.1352
Смоленская область;2019;177217.7;36966.973
Тамбовская область;2019;211506.9;52296.6389
Тверская область;2019;243990.2;59237.3926
Тульская область;2019;307452.7;75446.0971
Ярославская область;2019;251254.3;64581.8099
г. Москва;2019;5101996.1;2131416.945
Северо-Западный федеральный округ;2019;3301993.1;1080645.653
Республика Карелия;2019;129121.6;37158.4473
Республика Коми;2019;162257.8;53181.601
Архангельская область;2019;273126.9;76621.1689
в том числе: ;2019;0;0
Ненецкий автономный округ;2019;9831.1;3274.9381
Архангельская область без автономного округа;2019;263295.8;73346.2308
Вологодская область;2019;198096.5;63934.6325
Калининградская область;2019;181271.1;64720.3781
Ленинградская область;2019;438860.3;84695.1434
Мурманская область;2019;178998;63515.067
Новгородская область;2019;120513.3;34572.96
Псковская область;2019;120911.9;28310.1594
г. Санкт-Петербург;2019;1498835.7;573936.0952
Южный             федеральный округ;2019;3504305;1188062.538
Республика Адыгея;2019;101635;14609.2349
Республика Калмыкия;2019;22630.7;6169.552
Республика Крым;2019;274708.6;90770.0085
Краснодарский край;2019;1462388.7;595122.1856
Астраханская область;2019;180930.9;42677.6702
Волгоградская область;2019;417372.3;147874.3612
Ростовская область;2019;975600.2;253342.2622
